sample	kind	channel	note	velocity
3486000	off	10	38	0
3492000	on	10	45	112
3492000	off	10	48	0
3497984	off	2	36	0
3498000	on	2	36	86
3498000	on	10	41	114
3498000	off	10	45	0
3500032	on	2	36	86
3500032	off	2	36	0
3504000	on	10	38	116
3504000	off	10	41	0
3504000	off	10	49	0
3510000	on	10	48	114
3510000	off	10	38	0
3510272	on	2	36	86
3510272	off	2	36	0
3512320	on	2	36	86
3512320	off	2	36	0
3516000	on	10	45	114
3516000	off	10	48	0
3516416	on	2	36	86
3516416	off	2	36	0
3518464	on	2	36	86
3518464	off	2	36	0
3522000	on	10	41	116
3522000	off	10	45	0
3522048	on	2	36	86
3522048	off	2	36	0
3524096	on	2	36	86
3524096	off	2	36	0
3528000	on	10	36	120
3528000	off	10	41	0
3528192	on	2	36	86
3528192	off	2	36	0
3530240	on	2	36	86
3530240	off	2	36	0
3534000	on	10	48	114
3534000	off	10	36	0
3539968	off	2	31	0
3539968	off	2	36	0
3540000	on	2	31	96
3540000	on	2	36	86
3540000	on	10	45	114
3540000	off	10	48	0
3542016	on	2	36	86
3542016	off	2	36	0
3546000	on	10	41	118
3546000	on	10	49	124
3546000	off	10	45	0
3546112	on	2	36	86
3546112	off	2	36	0
3548160	on	2	36	86
3548160	off	2	36	0
3552000	on	10	49	114
3552000	off	10	41	0
3552000	off	10	49	0
3564032	on	2	36	86
3564032	off	2	36	0
3566080	on	2	36	86
3566080	off	2	36	0
3575879	on	10	38	100
3576320	on	2	36	86
3576320	off	2	36	0
3578368	on	2	36	86
3578368	off	2	36	0
3581879	off	10	38	0
3582464	on	2	36	86
3582464	off	2	36	0
3584512	on	2	36	86
3584512	off	2	36	0
3588096	on	2	36	86
3588096	off	2	36	0
3590144	on	2	36	86
3590144	off	2	36	0
3594240	on	2	36	86
3594240	off	2	36	0
3596288	on	2	36	86
3596288	off	2	36	0
3599829	on	10	51	54
3605829	off	10	51	0
3606016	on	2	36	86
3606016	off	2	36	0
3608064	on	2	36	86
3608064	off	2	36	0
3612000	off	10	49	0
3612160	on	2	36	86
3612160	off	2	36	0
3614208	on	2	36	86
3614208	off	2	36	0
3623828	on	10	38	86
3623936	off	2	36	0
3624000	on	2	36	86
3625984	on	2	36	86
3625984	off	2	36	0
3629828	off	10	38	0
3630080	on	2	36	86
3630080	off	2	36	0
3632128	on	2	36	86
3632128	off	2	36	0
3635712	off	2	36	0
3636000	on	2	31	96
3642368	on	2	36	86
3642368	off	2	31	0
3644416	on	2	36	86
3644416	off	2	36	0
3648060	on	10	51	63
3648512	on	2	36	86
3648512	off	2	36	0
3650560	on	2	36	86
3650560	off	2	36	0
3654060	off	10	51	0
3654144	on	2	36	86
3654144	off	2	36	0
3656192	on	2	36	86
3656192	off	2	36	0
3660288	on	2	36	86
3660288	off	2	36	0
3662336	on	2	36	86
3662336	off	2	36	0
3672064	on	2	36	86
3672064	off	2	36	0
3674112	on	2	36	86
3674112	off	2	36	0
3678208	on	2	36	86
3678208	off	2	36	0
3680256	on	2	36	86
3680256	off	2	36	0
3689984	off	2	36	0
3690000	on	2	36	86
3692032	on	2	36	86
3692032	off	2	36	0
3695907	on	10	51	51
3701907	off	10	51	0
3707904	off	2	36	0
3708000	on	2	36	86
3709952	on	2	36	86
3709952	off	2	36	0
3714560	on	2	36	86
3714560	off	2	36	0
3716608	on	2	36	86
3716608	off	2	36	0
3720192	on	2	36	86
3720192	off	2	36	0
3722240	on	2	36	86
3722240	off	2	36	0
3726336	on	2	36	86
3726336	off	2	36	0
3728384	on	2	36	86
3728384	off	2	36	0
3738112	on	2	36	86
3738112	off	2	36	0
3740160	on	2	36	86
3740160	off	2	36	0
3744000	on	10	41	112
3744000	on	10	49	122
3744256	on	2	36	86
3744256	off	2	36	0
3746304	on	2	36	86
3746304	off	2	36	0
3750000	on	10	41	110
3750000	off	10	41	0
3756000	on	10	45	110
3756000	off	10	41	0
3756032	on	2	36	86
3756032	off	2	36	0
3758080	on	2	36	86
3758080	off	2	36	0
3762000	on	10	48	112
3762000	off	10	45	0
3768000	on	10	38	114
3768000	off	10	48	0
3773952	off	2	36	0
3774000	on	2	36	86
3774000	on	10	48	112
3774000	off	10	38	0
3776000	on	2	36	86
3776000	off	2	36	0
3780000	on	10	45	112
3780000	off	10	48	0
3786000	on	10	41	114
3786000	off	10	45	0
3786240	on	2	36	86
3786240	off	2	36	0
3788288	on	2	36	86
3788288	off	2	36	0
3792000	on	10	38	116
3792000	off	10	41	0
3792000	off	10	49	0
3792384	on	2	36	86
3792384	off	2	36	0
3794432	on	2	36	86
3794432	off	2	36	0
3798000	on	10	48	114
3798000	off	10	38	0
3798016	on	2	36	86
3798016	off	2	36	0
3800064	on	2	36	86
3800064	off	2	36	0
3804000	on	10	45	114
3804000	off	10	48	0
3804160	on	2	36	86
3804160	off	2	36	0
3806208	on	2	36	86
3806208	off	2	36	0
3810000	on	10	41	116
3810000	off	10	45	0
3810304	on	2	36	86
3810304	off	2	36	0
3812352	on	2	36	86
3812352	off	2	36	0
3816000	on	10	36	120
3816000	off	10	41	0
3822000	on	10	48	114
3822000	off	10	36	0
3822080	on	2	36	86
3822080	off	2	36	0
3824128	on	2	36	86
3824128	off	2	36	0
3828000	on	10	45	114
3828000	off	10	48	0
3834000	on	10	41	118
3834000	on	10	49	124
3834000	off	10	45	0
